00000118.jpg,700.20654,94.34279,-146.25941,695.1125,82.61043,-122.89151,694.92664,82.55737,-122.9614,694.44995,82.485725,-123.062454,690.2239,82.37638,-146.0835,686.34845,82.17153,-146.13622,682.6692,82.19256,-146.12277,678.3055,88.994446,-18.12555,662.1879,89.918945,-125.81962,698.7772,107.55272,-108.638794,692.2599,109.467354,-139.83295,720.95386,160.85622,12.388151,594.2926,157.34682,-116.35879,824.2936,148.59454,8.097488,506.8188,156.55765,-150.9751,907.78564,142.92705,-103.03359,414.70667,158.24762,-219.26967,939.6779,141.2459,-124.07142,381.21475,156.15526,-238.61015,944.0595,140.58884,-166.78568,380.18597,155.83755,-276.53226,930.4669,143.7537,-128.97032,390.35367,158.57674,-240.90579,689.7401,360.38132,37.437256,605.8465,356.19824,-37.381203,840.16797,411.8272,-135.61021,503.76343,459.52133,-125.36512,827.8413,557.3151,9.280587,399.50214,558.68134,-42.304314,811.7315,577.0391,16.9374,395.6499,571.8757,-41.542988,885.7297,587.3082,-80.56189,369.90485,583.11597,-176.83998
00000120.jpg,532.6164,194.09416,-136.66069,541.7506,183.38725,-139.73112,545.0722,183.27835,-139.69818,548.5794,183.17049,-139.70314,537.31665,183.149,-110.20521,537.253,182.92213,-110.29274,537.3213,182.64888,-110.31628,569.5039,190.31766,-136.0359,552.5206,189.016,3.9301221,538.38446,204.97713,-136.42924,533.302,204.89424,-95.88949,628.2061,265.52313,-135.12291,523.8892,258.13376,32.35056,710.9702,261.90408,-198.38538,433.59732,249.00081,79.43112,780.09705,248.60805,-297.68878,355.4503,231.68916,-15.843038,805.871,250.33583,-325.36743,327.4317,232.15424,-36.83948,810.67834,246.8861,-358.72552,326.23416,229.5552,-71.081955,799.8775,246.98608,-319.24252,333.79947,231.02614,-39.327618,610.2648,438.8208,-67.51527,545.05566,434.9514,67.36915,703.17993,520.8567,-160.58797,423.02954,464.14197,-63.220024,802.76056,591.0314,-52.86246,410.0941,585.89996,57.9671,810.5163,604.499,-47.810352,420.95724,607.3076,63.617085,825.7786,625.8045,-179.13762,352.8873,612.0871,-11.193773
00000121.jpg,331.12,189.12964,-195.22263,337.43622,181.58716,-185.30249,339.72946,181.87892,-185.29085,342.08563,182.23228,-185.31348,332.41824,181.19872,-175.309,331.46652,181.17079,-175.40761,330.54996,181.10608,-175.42542,352.67212,185.46086,-124.815125,340.52158,183.24448,-76.04717,336.98282,198.06667,-173.57536,331.18182,197.54132,-159.39185,391.3405,230.60674,-99.414764,326.2931,226.9697,-35.924126,462.854,218.74709,-131.85931,248.09415,214.8352,-47.53982,518.35925,214.43501,-211.99335,186.25644,208.90274,-145.57788,536.0548,213.33337,-233.359,165.00507,209.09267,-168.80373,537.2146,212.34848,-252.63795,163.80898,207.65529,-192.3847,532.5496,213.77399,-226.74197,170.54709,209.04828,-162.65344,396.47333,361.95633,-40.64235,361.32303,358.86462,40.597195,465.33563,403.07584,-5.9080443,269.0613,370.76376,-117.328995,538.1156,443.5927,160.91759,255.7104,471.69528,-65.85277,544.7321,452.18896,173.80731,267.4386,484.14453,-65.84423,558.25073,460.8506,95.54804,217.70113,495.07867,-145.0731
00000122.jpg,673.0143,170.8586,-354.952,694.22046,154.58661,-342.5199,701.8898,155.18239,-342.45392,709.49945,155.74619,-342.43686,681.96674,152.17036,-306.08438,680.62683,151.16844,-306.20926,679.75476,150.17041,-306.1561,738.51135,168.6224,-265.09512,706.4037,163.00977,-90.03758,687.68854,193.07465,-329.9109,671.7974,190.23943,-279.49478,828.67456,290.18668,-281.55966,632.84485,281.56668,-7.4826946,1010.4999,266.16376,-387.3082,469.04697,254.43193,3.9729908,1161.4276,256.3331,-560.9768,317.44708,203.06775,-230.62793,1206.7539,252.81662,-611.557,270.9664,191.96707,-280.65186,1208.986,246.58731,-669.2013,268.20596,187.7407,-345.33035,1192.4497,250.85777,-598.23535,280.99783,193.40387,-274.76242,805.67615,611.869,-136.91869,675.66534,597.4308,136.47327,993.5705,746.92163,-221.20659,464.52417,624.0866,-240.93443,1158.1759,887.7363,76.547745,425.93927,863.1424,-39.63572,1172.2126,905.0164,98.71354,452.6024,900.88684,-28.793095,1180.8242,952.9803,-134.1522,314.2882,914.34406,-186.30093
00000123.png,181.99347,83.73787,-256.48764,189.34279,71.87256,-249.46535,194.59451,71.7295,-249.45912,200.16307,71.57411,-249.447,180.4122,72.15786,-232.91689,178.51561,72.28808,-232.97469,176.36972,72.435524,-232.91515,215.91608,75.97705,-187.63158,183.10826,75.162346,-107.56816,191.82483,94.18333,-233.96254,181.42114,94.699455,-210.41364,250.6664,117.989075,-155.99545,174.46559,115.96036,-20.88056,303.88208,112.61182,-254.21924,121.186264,115.005905,89.10492,349.38297,103.71539,-401.05322,67.90084,111.09707,104.44185,367.3083,99.370766,-429.48126,46.759705,111.3518,105.35491,368.70377,97.95499,-456.32928,45.31247,109.6049,81.39296,362.4745,100.52793,-418.81137,51.88656,110.863556,91.94221,246.00394,241.3723,-45.336437,194.45456,239.81659,45.4726,284.249,288.33148,-234.491,138.64453,269.00357,-157.29112,331.30643,342.99075,-47.58145,157.02272,347.85623,34.302277,333.31348,350.6826,-35.60461,171.7489,364.35553,46.53395,345.31982,372.63046,-153.57866,117.21919,372.58435,-38.724106
00000124.jpg,291.65137,122.89571,-207.65846,290.15817,115.01733,-180.48985,291.29266,115.24109,-180.54314,292.2977,115.40753,-180.66425,283.49725,114.87847,-191.84691,279.464,114.920525,-191.92989,275.15204,115.01503,-191.8785,284.6893,119.598434,-72.042404,260.09506,119.17345,-124.82839,291.38828,133.67976,-171.9205,282.8304,134.8026,-186.99675,313.5972,180.11241,-75.58115,208.06412,175.2736,-104.78068,394.14865,173.65637,-119.15456,124.13436,176.226,-147.31956,460.34055,159.87674,-204.55954,49.93247,169.20787,-228.84412,482.6666,157.8251,-232.73383,26.219261,165.16818,-246.25458,484.65128,156.1693,-254.38814,24.00604,163.46336,-280.08337,475.96414,158.14429,-221.81271,31.788252,166.57559,-249.78038,273.30634,328.47583,7.566563,202.29422,326.46805,-7.5640535,370.51724,326.10144,-224.74963,116.702576,383.69247,-83.90152,383.33463,427.09897,-24.640633,37.44278,441.41934,66.43033,374.58844,446.27405,-9.273496,34.159153,447.02615,75.26387,421.16498,456.6313,-88.56717,15.017054,457.92914,-24.623428
00000125.jpg,553.54034,214.84012,-337.70682,548.0158,196.0169,-293.30554,547.83655,195.83699,-293.48233,547.33453,195.73816,-293.60193,539.47577,196.39093,-338.68665,532.8225,196.31824,-338.74814,525.3484,196.26024,-338.70428,520.0036,202.65836,-83.84848,490.12686,203.11987,-294.3374,549.87537,236.4506,-260.94122,539.1325,237.99994,-321.4933,574.0297,296.62012,27.784058,399.41733,316.9338,-260.33765,681.46344,317.74542,74.53539,293.6842,360.78696,-311.00327,787.3979,335.44397,-110.62071,183.70688,397.0192,-410.97308,823.53534,346.12692,-144.06488,146.11226,415.98566,-447.3407,827.5276,345.45505,-209.61136,147.6543,418.19446,-502.90085,813.1471,342.8994,-149.48672,160.6605,415.1569,-440.02164,541.18115,561.86395,86.67064,434.94754,560.25543,-86.47016,659.9089,669.0414,-73.13988,342.16364,703.70496,-64.760124,659.4217,827.60364,168.98099,240.64287,828.5417,193.90968,639.78,858.3659,183.48126,230.65695,845.38196,207.53874,744.45,871.2651,25.37,231.65256,892.3413,13.29788
00000129.jpg,351.07745,286.87543,-165.4482,360.78024,275.8074,-170.62865,364.05615,275.69174,-170.60796,367.67407,275.52603,-170.62808,357.20883,275.16708,-143.70801,357.59586,274.6378,-143.7807,358.0997,274.00974,-143.77649,388.14844,281.24838,-163.72209,375.67926,279.4119,-36.191063,357.93515,298.26263,-162.24144,352.09457,298.08255,-125.26279,447.13443,349.12878,-139.48131,337.39716,342.55542,-2.333966,539.31696,344.48187,-191.6512,253.145,335.79593,12.732767,622.43054,338.70648,-262.95737,168.49109,327.56287,-128.12865,643.1645,337.46527,-286.55527,143.78647,326.1871,-153.46678,647.5459,334.16852,-320.52078,140.97548,323.15784,-193.81937,639.36115,335.9358,-283.33124,149.25613,325.60883,-153.55095,429.07764,512.7246,-63.755814,359.80637,508.11188,63.606857,530.07227,584.63477,-131.08057,243.0846,514.1352,-109.77943,621.2394,646.34,7.0767646,225.50447,647.32544,13.043987,630.28516,658.13965,15.779295,235.69162,666.79987,20.67072,655.22516,674.7609,-99.8814,169.03348,672.8775,-56.003082
00000132.jpg,474.68707,88.41418,-292.13107,483.75522,77.20591,-292.0621,487.38342,76.77312,-292.0215,491.50607,76.210365,-292.01562,477.7237,77.27393,-269.95593,477.05872,76.88259,-270.05774,476.46207,76.32789,-270.0428,510.47296,79.1542,-236.86905,489.8807,77.6766,-130.69559,482.65598,100.78277,-269.07175,474.72986,99.717606,-238.34425,564.30945,142.79747,-174.48145,450.7971,130.17921,-58.661533,652.9988,140.01978,-220.90576,361.27377,132.58138,-43.858555,730.3815,127.61287,-314.75674,278.7913,121.98772,-180.89653,756.4324,128.43036,-340.16867,252.73581,121.5689,-207.00635,758.9963,123.475136,-374.9299,249.86209,119.432434,-246.36874,750.227,124.237045,-335.97845,258.5713,121.582016,-205.36665,534.2555,311.757,-53.613964,463.2839,301.61084,53.53587,620.2754,385.02435,-105.95227,343.4247,326.17136,-136.67677,723.2654,451.64243,34.26143,316.61002,455.98853,-21.548489,736.8326,457.45773,42.143913,326.72284,478.51382,-15.676696,738.841,485.89145,-89.112785,252.09004,473.5311,-117.43806
00000135.jpg,504.8008,407.9212,-131.6425,518.1918,394.31158,-143.16728,522.1565,394.59805,-143.09033,526.651,394.884,-143.06029,513.4839,393.17328,-92.85076,513.94775,392.6572,-92.89861,514.7653,392.22577,-92.84208,551.6053,404.00125,-169.14473,537.19415,401.29517,68.81098,514.1692,424.49945,-142.7505,507.37582,424.10126,-73.968346,623.5144,500.69946,-215.90118,491.5217,493.8511,141.73027,748.9587,519.0917,-313.51907,387.767,496.13345,225.84532,863.3756,517.9239,-456.0599,293.29025,484.76404,74.628265,898.07227,522.17426,-501.79782,265.98438,488.3013,49.283436,903.19977,520.53546,-544.80304,262.6729,486.19904,-7.72394,888.59454,521.5757,-482.15335,273.32803,486.36322,38.44054,620.2289,735.34686,-144.76834,536.78064,736.1286,144.54005,767.2019,850.9243,-322.42264,367.0538,770.1248,-5.645207,930.7569,964.2968,-275.58276,368.66812,948.32196,127.08661,960.9374,978.52155,-278.4449,393.9031,975.8409,132.85109,928.5027,1013.9473,-493.99088,303.24258,999.32355,39.082104
